name,address,rating_y
Andy's Frozen Custard,108 N ,3.888888888888889
TCF Bank,29 E Madison ,1.0
Green's Nails and Massage,36 W Randolph ,5.0
"Sarah Roth, Personal Trainer",comprehensiveinhomefitness at gmail.com ,5.0
Esther's Calligraphy,740 S Federal ,5.0
Frietkoten Belgian Fries and Beer,French Market 131 N Clinton ,2.0
Mb Financial Bank,2 S La Salle ,2.0
Equinox,200 W Monroe ,3.8
Lunch Rolls,112 W Monroe ,3.4375
Chicago Elevated,,5.0
AT&T,168 N. STATE ,1.8333333333333333
Wlit - FM Radio,233 N Michigan ,2.6666666666666665
The Bongo Room,1152 S Wabash ,3.8615384615384616
Country Insurance and Financial Service,55 W Monroe ,4.0
Jimmy John's,225 N Michigan ,3.0
The Chicago Buzz,124 S Franklin ,5.0
Carson Pirie Scott,1 S ,3.8333333333333335
Honey Tree Early Learning Center,201 N Clark ,2.5
Cook County Traffic Court,55 E Randolph ,5.0
McDonald's,555 W Madison ,1.0
Chipotle Mexican Grill,316 N Michigan ,4.25
Pazzo's Express,311 S Wacker ,3.2857142857142856
The Foundry - Printers Row,730 S Clark ,5.0
"Anne C Oscherwitz,  MD",333 N Michigan ,1.0
N9NE Steakhouse,440 W Randolph ,3.8288288288288284
"A Aaron Photography/Marshall Photographer, Inc.",17 N ,4.0
Freshii,111 W Jackson ,3.0
Chicago Nasal & Sinus Center,111 W Washington ,4.75
Rise N Roll Amish Market,233 N Michigan ,4.5
OptionsXpress,39 S La Salle ,5.0
City Hall,121 N LaSalle ,3.25
Dunkin' Donuts,406 S Michigan ,1.5
Gregg Helfer Private Jeweler,5 S Wabash ,5.0
Museum Of Contemporary Photography,600 S Michigan ,4.090909090909091
Lasalle Bank,203 N La Salle ,2.0
J R Lala Barber Shop,141 W Van Buren ,3.0
Hannah's Bretzel,180 W Washington ,3.86
eClick Performance,111 W. Washington Suite 1730 ,1.0
Lavazza Cafe,134 N La Salle ,3.75
Ethan Lord Jewelers,5 S Wabash ,4.666666666666667
W Chicago - City Center,172 West Adams ,3.414634146341464
Caffarelli & Siegel,180 N ,5.0
Filini,221 N Columbus ,3.3571428571428568
Peck Jewelers,342 N Michigan ,2.5
Gale Diamonds Chicago,5 N Wabash ,5.0
Fellowship Fleet,47 W Polk ,1.0
Starbucks,100 S Wacker ,3.0
Garrett Popcorn Shops,27 W Jackson ,4.0
Stetson's Chop House & Bar,151 E Wacker ,4.25
Bike and Roll Chicago,239 E Randolph ,3.125
Advanced Hearing Services,111 N Wabash ,5.0
The Park Shoppe,11 N Michigan ,3.0
Square One,1400 S Michigan ,2.833333333333333
Tortas Frontera by Rick Bayless,Urban Market 10 S Dearborn ,4.0
Oscar De La O Tailor Shop,203 N La Salle ,4.2
Johnny Rockets,30 N LaSalle ,1.0
Fifth Third Bank,601 S Clark ,5.0
WVAZ-FM Chicago V103 102.7 FM,233 N Michigan ,3.0
Venue Cricket,225 N Columbus ,5.0
Sallie Mae,,1.0
Rocs Cards & Gifts,233 E Wacker ,4.5
Pazzo's Cucina Italiana,100 S Wacker ,3.5
Harris,99 W Washington ,5.0
Terry Brady Ceremonies,,5.0
Vantage Chicago Moving,,1.0
Fruigurt,Macy's 111 N ,1.0
Goodman Theatre,170 N Dearborn ,4.041666666666667
Jimmy John's Gourmet Sandwiches,247 S ,3.4
High Society Orchestra,195 N Harbor ,4.5
Subway,1300 S Wabash ,2.0
Pittsfield Cafe,Pittsfield Building 55 E Washington ,3.5625
Alamo Rent-A-Car,203 N La Salle ,4.0
Neckerchiefs,Art School ,1.0
Walgreens,191 N Clark ,3.75
USA Gateway Travel,100 N La Salle ,1.0
Sixpax,1329 S Michigan ,5.0
Casting House Inc,5 S Wabash ,5.0
Goethe-Institut Chicago,150 N Michigan ,5.0
Banh Mi Express Sandwiches,105 W Madison ,3.5
Cocomori,South Loop ,5.0
Rahmanim Gems,5 S Wabash ,5.0
Oriental Theatre,24 W Randolph ,4.193548387096774
Dunkin' Donuts,39 W Jackson ,3.5
Childers C L MD,25 E Washington ,4.0
Alonti Deli,401 S La Salle ,4.0
South Loop Club,701 S ,2.575757575757576
Angels & Kings,Hard Rock Hotel 230 N Michigan ,2.8260869565217392
Baba's Village,310A S Canal ,3.6
Margaret Dauphin -Van Dyk,111 N Wabash ,2.0
Fuerza Bruta : Look Up,50 E Congress Pkwy ,4.571428571428571
Armand's Pizzeria,Millennium ,5.0
The Cat Lady,Randolph and Michigan ,5.0
Mrs. Fields Cookies,225 S Canal ,4.5
Allen Edmonds Shoe Corp,120 S La Salle ,3.0
Yehia & Co Hair Designs,529 S Dearborn ,4.5
Unnati'Z - Mehndi Henna Tattoo,,5.0
Pompei Dearborn,131 S Dearborn ,3.1666666666666665
Carriage House Lofts,1545 S ,3.0
PR Departments Who Post on Yelp,,2.0
Wfld Tv-Fox Television Stations Inc,205 N Michigan ,3.6666666666666665
Hot Woks Cool Sushi,300 W. Adams ,4.0
"James D Rohan, DDS & Kevin D Dow, DDS",30 N Michigan ,4.875
